approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,middle,1,1,sequential,B,0,0,1,10,11,11,5.094943046569824,728.7858872413635,607.483250617981,0.09090909090909091,0.0,0.0,0.0,0.5,7
PyGenProg,middle,1,10,sequential,B,0,0,1,10,11,11,5.918944358825684,839.4922773838043,206.8292224407196,1.0,1.0,1.0,1.0,1.0,1
PyGenProg,middle,1,1,sequential,F,5,5,1,10,10,11,8.260971307754517,544.4084661006927,387.0996825695038,0.09090909090909091,0.0,0.0,0.0,0.5,21
PyGenProg,middle,1,1,sequential,F,10,10,1,10,20,11,3.335679054260254,417.69682025909424,388.7363305091858,0.09090909090909091,0.0,0.0,0.0,0.5,28
PyGenProg,middle,1,1,sequential,F,30,30,1,10,60,11,9.93843674659729,453.7189939022064,492.9624993801117,0.09090909090909091,0.0,0.0,0.0,0.5,21
PyGenProg,middle,1,1,sequential,F,50,50,1,10,100,11,15.628994941711426,1068.8116772174835,836.6763646602631,0.09090909090909091,0.0,0.0,0.0,0.5,22
PyGenProg,middle,1,10,sequential,F,5,5,1,10,10,11,10.588016986846924,1100.9018456935883,973.6925532817841,0.09090909090909091,0.0,0.0,0.0,0.5,23
PyGenProg,middle,1,10,sequential,F,10,10,1,10,20,11,12.730288743972778,1055.3568222522736,444.0726306438446,0.09090909090909091,0.0,0.0,0.0,0.5,28
PyGenProg,middle,1,10,sequential,F,30,30,1,10,60,11,5.745818853378296,493.2365791797638,193.66636753082275,0.09090909090909091,0.0,0.0,0.0,0.5,21
PyGenProg,middle,1,10,sequential,F,50,50,1,10,100,11,4.850768804550171,835.0728378295898,846.1628205776215,0.09090909090909091,0.0,0.0,0.0,0.5,20
PyGenProg,middle,1,1,sequential,V,5,5,1,10,11,10,12.555581092834473,881.6907465457916,884.3033797740936,0.09090909090909091,0.0,0.0,0.0,0.5,27
PyGenProg,middle,1,1,sequential,V,10,10,1,10,11,20,15.89663290977478,1270.1120541095734,1009.7770628929138,0.09090909090909091,0.0,0.0,0.0,0.5,27
PyGenProg,middle,1,1,sequential,V,30,30,1,10,11,60,13.17815375328064,977.5151026248932,1199.21222448349,0.09090909090909091,0.0,0.0,0.0,0.5,27
PyGenProg,middle,1,1,sequential,V,50,50,1,10,11,100,10.084352970123291,1033.5728287696838,1607.7713956832886,0.09090909090909091,0.0,0.0,0.0,0.5,28
PyGenProg,middle,1,10,sequential,V,5,5,1,10,11,10,14.797435760498047,1171.594642162323,960.7058019638062,0.09090909090909091,0.0,0.0,0.0,0.5,24
PyGenProg,middle,1,10,sequential,V,10,10,1,10,11,20,11.525981426239014,1055.7161977291107,278.44873237609863,0.09090909090909091,0.0,0.0,0.0,0.5,20
PyGenProg,middle,1,10,sequential,V,30,30,1,10,11,60,3.296889066696167,778.7454349994659,293.4270439147949,0.09090909090909091,0.0,0.0,0.0,0.5,20
