approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches,generations
PyGenProg,middle,1,10,sequential,B,0,0,1,1,2,2,0.6314384937286377,300.23075771331787,19.17549467086792,0.07090909090909091,0.0,0.0,0.0,0.39,1,10
PyGenProg,middle,1,10,sequential,B,0,0,1,10,11,11,0.6872494220733643,284.2894837856293,90.14627599716187,0.09090909090909091,0.0,0.0,0.0,0.5,18,10
PyGenProg,middle,1,10,sequential,F,3,30,1,10,33,11,0.704235315322876,198.6392674446106,22.328334093093872,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,2
PyGenProg,middle,1,10,sequential,F,5,50,1,10,55,11,0.904900074005127,238.142475605011,19.70601725578308,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,2
PyGenProg,middle,1,10,sequential,F,10,10,1,10,20,11,0.90875244140625,223.93174624443054,17.921648025512695,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,2
PyGenProg,middle,1,10,sequential,F,50,50,1,10,100,11,0.7580034732818604,141.56720972061157,18.99409794807434,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,2
