approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,middle,1,1,sequential,B,0,0,1,1,2,2,0.8285326957702637,143.6078531742096,127.45412063598633,1.0,1.0,1.0,1.0,1.0,25
PyGenProg,middle,1,1,sequential,B,0,0,1,10,11,11,0.7068722248077393,125.68504524230957,24.61137866973877,1.0,1.0,1.0,1.0,1.0,2
PyGenProg,middle,1,1,sequential,C,10,10,0,0,20,20,0.7019145488739014,151.17510414123535,24.4609797000885,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,2
PyGenProg,middle,1,1,sequential,C,30,30,0,0,60,60,0.6217350959777832,163.3103370666504,23.89668297767639,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,2
PyGenProg,middle,1,1,sequential,C,3,30,0,0,33,33,0.7346303462982178,98.65443396568298,33.16041827201843,0.09090909090909091,0.0,0.0,0.0,0.5,3
PyGenProg,middle,1,1,sequential,C,5,50,0,0,55,55,0.8565304279327393,95.16959142684937,30.351489067077637,0.09090909090909091,0.0,0.0,0.0,0.5,3
PyGenProg,middle,1,1,sequential,C,10,100,0,0,110,110,0.6767044067382812,110.36150074005127,31.881330728530884,0.09090909090909091,0.0,0.0,0.0,0.5,3
