approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,middle,1,1,sequential,B,0,0,1,1,2,2,0.6068284511566162,136.25385880470276,19.52825379371643,1.0,1.0,1.0,1.0,1.0,1
PyGenProg,middle,1,1,sequential,B,0,0,1,10,11,11,0.7693071365356445,143.80583024024963,71.7590823173523,0.09090909090909091,0.0,0.0,0.0,0.5,11
PyGenProg,middle,1,1,sequential,C,10,10,0,0,20,20,0.8427526950836182,164.4138433933258,59.427767276763916,0.09090909090909091,0.0,0.0,0.0,0.5,10
PyGenProg,middle,1,1,sequential,C,30,30,0,0,60,60,0.6921710968017578,214.16018557548523,46.5218710899353,0.09090909090909091,0.0,0.0,0.0,0.5,6
PyGenProg,middle,1,1,sequential,C,3,30,0,0,33,33,0.7496716976165771,177.92533826828003,46.162718057632446,0.09090909090909091,0.0,0.0,0.0,0.5,6
PyGenProg,middle,1,1,sequential,C,5,50,0,0,55,55,0.9173123836517334,210.66449618339539,46.28494834899902,0.09090909090909091,0.0,0.0,0.0,0.5,6
