approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,middle,1,10,sequential,B,0,0,1,1,2,2,0.6862623691558838,151.49759578704834,18.593982219696045,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1
PyGenProg,middle,1,10,sequential,B,0,0,1,10,11,11,0.6780555248260498,128.1347324848175,25.476667642593384,1.0,1.0,1.0,1.0,1.0,2
PyGenProg,middle,1,10,sequential,C,10,10,0,0,20,20,0.9575250148773193,301.9874813556671,17.20883822441101,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,11
PyGenProg,middle,1,10,sequential,C,30,30,0,0,60,60,0.735579252243042,597.9490947723389,18.251741647720337,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,7
PyGenProg,middle,1,10,sequential,C,3,30,0,0,33,33,0.6818606853485107,91.49316334724426,17.768429040908813,1.0,1.0,1.0,1.0,1.0,1
PyGenProg,middle,1,10,sequential,C,5,50,0,0,55,55,0.7012238502502441,99.95161843299866,16.89163899421692,1.0,1.0,1.0,1.0,1.0,1
PyGenProg,middle,1,10,sequential,C,10,100,0,0,110,110,0.6712160110473633,116.87838697433472,17.091365814208984,1.0,1.0,1.0,1.0,1.0,1
