approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,middle,1,1,sequential,B,0,0,1,10,11,11,3.614143133163452,389.40295791625977,74.21873736381531,0.9836363636363636,0.847457627118644,1.0,0.9174311926605504,0.91,1
PyGenProg,middle,1,10,sequential,B,0,0,1,10,11,11,1.712968111038208,406.68328762054443,230.82731080055237,0.09090909090909091,0.0,0.0,0.0,0.5,20
PyGenProg,middle,1,1,sequential,F,5,5,1,10,10,11,7.504518508911133,441.92464447021484,236.78324174880981,0.09090909090909091,0.0,0.0,0.0,0.5,21
PyGenProg,middle,1,1,sequential,F,10,10,1,10,20,11,7.7440900802612305,526.9884305000305,249.39691948890686,0.09090909090909091,0.0,0.0,0.0,0.5,26
PyGenProg,middle,1,1,sequential,F,30,30,1,10,60,11,9.384067296981812,592.4436945915222,345.6167142391205,0.09090909090909091,0.0,0.0,0.0,0.5,23
PyGenProg,middle,1,1,sequential,F,50,50,1,10,100,11,9.276110887527466,494.67436695098877,192.22066497802734,0.09090909090909091,0.0,0.0,0.0,0.5,21
PyGenProg,middle,1,10,sequential,F,5,5,1,10,10,11,3.6635804176330566,569.6624495983124,564.6553852558136,0.09090909090909091,0.0,0.0,0.0,0.5,26
PyGenProg,middle,1,10,sequential,F,10,10,1,10,20,11,14.424064636230469,816.4802138805389,370.35377526283264,0.09090909090909091,0.0,0.0,0.0,0.5,27
PyGenProg,middle,1,10,sequential,F,30,30,1,10,60,11,8.31391191482544,660.7723481655121,314.56002712249756,1.0,1.0,1.0,1.0,1.0,27
PyGenProg,middle,1,10,sequential,F,50,50,1,10,100,11,8.275258302688599,694.1161613464355,325.0357222557068,1.0,1.0,1.0,1.0,1.0,27
PyGenProg,middle,1,1,sequential,V,5,5,1,10,11,10,8.333006381988525,503.19286346435547,356.3374855518341,0.09090909090909091,0.0,0.0,0.0,0.5,21
PyGenProg,middle,1,1,sequential,V,10,10,1,10,11,20,9.618250846862793,462.0767936706543,273.85336661338806,0.09090909090909091,0.0,0.0,0.0,0.0,21
PyGenProg,middle,1,1,sequential,V,30,30,1,10,11,60,2.604072093963623,317.38771319389343,298.6132161617279,0.09090909090909091,0.0,0.0,0.0,0.5,21
PyGenProg,middle,1,1,sequential,V,50,50,1,10,11,100,3.2454898357391357,364.8068244457245,299.54857540130615,0.09090909090909091,0.0,0.0,0.0,0.5,21
PyGenProg,middle,1,10,sequential,V,5,5,1,10,11,10,8.216206073760986,746.8940687179565,365.5323758125305,0.09090909090909091,0.0,0.0,0.0,0.5,27
PyGenProg,middle,1,10,sequential,V,10,10,1,10,11,20,2.4599432945251465,487.7287697792053,366.86154437065125,0.09090909090909091,0.0,0.0,0.0,0.5,23
PyGenProg,middle,1,10,sequential,V,30,30,1,10,11,60,8.62204909324646,750.4681484699249,369.5983159542084,0.09090909090909091,0.0,0.0,0.0,0.5,23
PyGenProg,middle,1,10,sequential,V,50,50,1,10,11,100,8.19512939453125,1246.0733206272125,412.50033712387085,0.09090909090909091,0.0,0.0,0.0,0.5,23
PyGenProg,middle,1,1,sequential,C,5,5,0,0,10,10,4.062618732452393,596.531147480011,85.95418572425842,0.09090909090909091,0.0,0.0,0.0,0.5,1
PyGenProg,middle,1,1,sequential,C,10,10,0,0,20,20,3.8394980430603027,579.3397831916809,83.8262186050415,0.09090909090909091,0.0,0.0,0.0,0.5,1
PyGenProg,middle,1,1,sequential,C,30,30,0,0,60,60,1.897218942642212,372.47565507888794,213.96597266197205,0.09090909090909091,0.0,0.0,0.0,0.5,8
PyGenProg,middle,1,1,sequential,C,50,50,0,0,100,100,4.234554290771484,656.462301492691,190.19939017295837,0.09090909090909091,0.0,0.0,0.0,0.5,5
PyGenProg,middle,1,10,sequential,C,5,5,0,0,10,10,1.3852064609527588,935.0583052635193,106.56682586669922,0,,,,,1
PyGenProg,middle,1,10,sequential,C,10,10,0,0,20,20,4.437762260437012,1118.1728937625885,459.15007185935974,0.09090909090909091,,,,,18
PyGenProg,middle,1,10,sequential,C,30,30,0,0,60,60,4.285584449768066,978.31809258461,308.39335656166077,0.09090909090909091,0.0,0.0,0.0,0.5,17
PyGenProg,middle,1,10,sequential,C,50,50,0,0,100,100,2.0562939643859863,1022.4156539440155,304.06342029571533,0.09090909090909091,,,,,7
PyGenProg,middle,2,1,sequential,B,0,0,1,10,11,11,3.9554367065429688,531.794291973114,204.6125795841217,0.09090909090909091,0.0,0.0,0.0,0.5,6
PyGenProg,middle,2,10,sequential,B,0,0,1,10,11,11,4.693967580795288,881.9294681549072,213.66192030906677,0.09090909090909091,,,,,10
PyGenProg,middle,2,1,sequential,F,5,5,1,10,10,11,10.058827638626099,448.6945688724518,179.30996537208557,0.09090909090909091,0.0,0.0,0.0,0.5,5
PyGenProg,middle,2,1,sequential,F,10,10,1,10,20,11,9.815526485443115,470.5358474254608,181.42602467536926,0.09090909090909091,0.0,0.0,0.0,0.5,6
