approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,calculator,1,10,sequential,C,10,10,0,0,20,20,2.109419107437134,840.1052215099335,373.42933678627014,0.09090909090909091,,,,,16
PyGenProg,calculator,1,10,sequential,C,30,30,0,0,60,60,2.5763509273529053,1596.640243768692,363.57398080825806,0.09090909090909091,0.0,0.0,0.0,0.5,14
PyGenProg,calculator,1,10,sequential,C,50,50,0,0,100,100,2.320889472961426,1685.201696395874,363.24515676498413,0.09090909090909091,0.0,0.0,0.0,0.5,16
PyGenProg,expression,1,1,sequential,B,0,0,1,10,11,11,1.778580904006958,494.9881281852722,102.27639722824097,0.09090909090909091,0.0,0.0,0.0,0.5,4
PyGenProg,expression,1,10,sequential,B,0,0,1,10,11,11,2.681701421737671,826.9241414070129,112.32957887649536,0.09090909090909091,,,,,5
PyGenProg,expression,1,1,sequential,F,5,5,1,10,10,11,3.903822183609009,399.6444170475006,412.47554540634155,0.09090909090909091,0.0,0.0,0.0,0.5,39
PyGenProg,expression,1,1,sequential,F,10,10,1,10,20,11,5.626976728439331,382.5494382381439,333.9703164100647,0.09090909090909091,0.0,0.0,0.0,0.5,40
PyGenProg,expression,1,1,sequential,F,30,30,1,10,60,11,5.202460765838623,473.60535621643066,391.60952496528625,0.09090909090909091,0.0,0.0,0.0,0.5,41
PyGenProg,expression,1,1,sequential,F,50,50,1,10,100,11,6.346450090408325,467.9204070568085,355.5444760322571,0.09090909090909091,0.0,0.0,0.0,0.5,38
PyGenProg,expression,1,10,sequential,F,5,5,1,10,10,11,3.7618472576141357,756.1523728370667,784.434404373169,0.09090909090909091,0.0,0.0,0.0,0.5,36
PyGenProg,expression,1,10,sequential,F,10,10,1,10,20,11,5.325237035751343,598.8507380485535,386.9365153312683,0.09090909090909091,0.0,0.0,0.0,0.5,36
PyGenProg,expression,1,10,sequential,F,30,30,1,10,60,11,4.040764570236206,874.6304385662079,338.1329970359802,0.09090909090909091,0.0,0.0,0.0,0.5,36
PyGenProg,expression,1,10,sequential,F,50,50,1,10,100,11,5.2575201988220215,707.4152984619141,348.3117022514343,0.09090909090909091,0.0,0.0,0.0,0.5,36
PyGenProg,expression,1,1,sequential,V,5,5,1,10,11,10,2.90401029586792,371.0293791294098,374.1250879764557,0.09090909090909091,0.0,0.0,0.0,0.5,38
PyGenProg,expression,1,1,sequential,V,10,10,1,10,11,20,5.509035348892212,553.7008647918701,427.88288497924805,0.09090909090909091,0.0,0.0,0.0,0.5,40
PyGenProg,expression,1,1,sequential,V,30,30,1,10,11,60,4.893347978591919,660.301326751709,348.92074632644653,0.09090909090909091,0.0,0.0,0.0,0.5,40
PyGenProg,expression,1,1,sequential,V,50,50,1,10,11,100,3.510671377182007,794.9653658866882,342.07284903526306,0.09090909090909091,0.0,0.0,0.0,0.5,40
PyGenProg,expression,1,10,sequential,V,5,5,1,10,11,10,3.8475565910339355,785.044397354126,322.1034343242645,0.09090909090909091,0.0,0.0,0.0,0.5,39
PyGenProg,expression,1,10,sequential,V,10,10,1,10,11,20,4.510334253311157,762.8498718738556,298.3474314212799,0.09090909090909091,0.0,0.0,0.0,0.5,36
PyGenProg,expression,1,10,sequential,V,30,30,1,10,11,60,5.259741306304932,2506.155790090561,318.06095576286316,0.09090909090909091,0.0,0.0,0.0,0.5,39
PyGenProg,expression,1,10,sequential,V,50,50,1,10,11,100,3.4319217205047607,2353.3735451698303,284.03404808044434,0.09090909090909091,0.0,0.0,0.0,0.5,36
PyGenProg,expression,1,1,sequential,C,5,5,0,0,10,10,2.3371362686157227,352.6447186470032,111.34849333763123,0.09090909090909091,0.0,0.0,0.0,0.5,6
PyGenProg,expression,1,1,sequential,C,10,10,0,0,20,20,2.599104642868042,442.2698893547058,94.74647235870361,0.09090909090909091,0.0,0.0,0.0,0.5,3
PyGenProg,expression,1,1,sequential,C,30,30,0,0,60,60,2.471729040145874,678.7747304439545,93.07894396781921,0.07272727272727272,0.0,0.0,0.0,0.4,1
PyGenProg,expression,1,1,sequential,C,50,50,0,0,100,100,2.742854356765747,883.5608558654785,66.05664253234863,0.06545454545454546,0.0,0.0,0.0,0.36,1
PyGenProg,expression,1,10,sequential,C,5,5,0,0,10,10,1.6790282726287842,653.9136402606964,69.66233158111572,0.9636363636363636,1.0,0.96,0.9795918367346939,0.98,1
PyGenProg,expression,1,10,sequential,C,10,10,0,0,20,20,1.9002900123596191,938.9931995868683,120.38992381095886,0.9636363636363636,1.0,0.96,0.9795918367346939,0.98,7
PyGenProg,expression,1,10,sequential,C,30,30,0,0,60,60,2.289944648742676,1374.2623314857483,59.781949281692505,0.9872727272727273,0.8771929824561403,1.0,0.9345794392523363,0.93,1
PyGenProg,expression,1,10,sequential,C,50,50,0,0,100,100,1.4528849124908447,3620.131751537323,95.0666401386261,0.09090909090909091,0.0,0.0,0.0,0.5,3
PyGenProg,markup,1,1,sequential,B,0,0,1,10,11,11,2.90268874168396,243.83070302009583,85.10159182548523,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,4
PyGenProg,markup,1,10,sequential,B,0,0,1,10,11,11,3.5729312896728516,273.0323452949524,91.82369899749756,0.4727272727272727,1.0,0.42,0.5915492957746479,0.71,10
PyGenProg,markup,1,1,sequential,F,5,5,1,10,10,11,7.191910028457642,226.06383967399597,120.57720494270325,0.43454545454545457,0.95,0.38,0.5428571428571428,0.68,14
PyGenProg,markup,1,1,sequential,F,10,10,1,10,20,11,10.06477975845337,316.53745126724243,124.24556946754456,0.6363636363636364,1.0,0.6,0.7499999999999999,0.8,14
PyGenProg,markup,1,1,sequential,F,30,30,1,10,60,11,12.241542339324951,244.05112051963806,131.0407199859619,0.38727272727272727,0.5142857142857142,0.36,0.4235294117647058,0.51,16
