approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,calculator,1,1,sequential,V,5,5,1,10,11,10,2.6942942142486572,330.9849662780762,353.533584356308,0.09090909090909091,0.0,0.0,0.0,0.5,19
PyGenProg,calculator,1,1,sequential,V,10,10,1,10,11,20,3.287675142288208,339.49958181381226,363.4525501728058,0.09090909090909091,0.0,0.0,0.0,0.5,19
PyGenProg,calculator,1,1,sequential,V,30,30,1,10,11,60,3.1970880031585693,418.91143107414246,339.792519569397,0.09090909090909091,0.0,0.0,0.0,0.5,19
PyGenProg,calculator,1,1,sequential,V,50,50,1,10,11,100,4.09257698059082,436.68441247940063,344.528377532959,0.09090909090909091,0.0,0.0,0.0,0.5,19
PyGenProg,calculator,1,10,sequential,V,5,5,1,10,11,10,3.61641526222229,423.78426361083984,340.8604962825775,0.09090909090909091,0.0,0.0,0.0,0.5,17
PyGenProg,calculator,1,10,sequential,V,10,10,1,10,11,20,3.495046854019165,466.1134111881256,349.13727593421936,0.09090909090909091,0.0,0.0,0.0,0.5,17
PyGenProg,calculator,1,10,sequential,V,30,30,1,10,11,60,4.063104867935181,683.2712965011597,347.117036819458,0.09090909090909091,0.0,0.0,0.0,0.5,17
PyGenProg,calculator,1,10,sequential,V,50,50,1,10,11,100,4.910855293273926,947.4512004852295,339.9146103858948,0.09090909090909091,0.0,0.0,0.0,0.5,17
PyGenProg,calculator,1,1,sequential,C,5,5,0,0,10,10,2.0329577922821045,329.6906247138977,324.81220269203186,0.09090909090909091,0.0,0.0,0.0,0.5,3
PyGenProg,calculator,1,1,sequential,C,10,10,0,0,20,20,2.0218021869659424,352.38640236854553,334.82548427581787,0.09090909090909091,0.0,0.0,0.0,0.5,3
PyGenProg,calculator,1,1,sequential,C,30,30,0,0,60,60,2.197166681289673,410.6193525791168,354.50054717063904,0.09090909090909091,0.0,0.0,0.0,0.5,3
PyGenProg,calculator,1,1,sequential,C,50,50,0,0,100,100,2.5954971313476562,571.1775250434875,325.5859704017639,0.09090909090909091,0.0,0.0,0.0,0.5,3
