approach,subject,bug_id,iterations,engine,variant,failing_avicenna,passing_avicenna,failing_tests4py,passing_tests4py,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,middle,1,1,sequential,C,50,50,0,0,100,100,1.213857889175415,142.96301937103271,18.822310209274292,0.9654545454545455,0.7246376811594203,1.0,0.8403361344537814,0.81,1
PyGenProg,middle,1,3,sequential,C,50,50,0,0,100,100,0.7129528522491455,200.39412593841553,74.78880381584167,0.09090909090909091,0.0,0.0,0.0,0.5,11
PyGenProg,middle,1,10,sequential,C,50,50,0,0,100,100,0.6518542766571045,361.4587049484253,55.27511167526245,0.9836363636363636,,,,,13PyGenProg,middle,1,1,sequential,B,0,0,1,10,11,11,0.761019229888916,114.29528594017029,68.30552840232849,0.09090909090909091,0.0,0.0,0.0,0.5,9
PyGenProg,middle,1,1,sequential,B,0,0,1,10,11,11,0.6793088912963867,128.52549505233765,55.13580656051636,0.09090909090909091,0.0,0.0,0.0,0.5,7
