approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches,generations
PyGenProg,middle,1,10,sequential,B,0,0,1,1,2,2,0.8355283737182617,204.7606873512268,48.54120063781738,1.0,1.0,1.0,1.0,1.0,1,2
PyGenProg,middle,1,10,sequential,B,0,0,1,10,11,11,0.7706196308135986,183.23602151870728,49.16374635696411,1.0,1.0,1.0,1.0,1.0,1,2
PyGenProg,middle,1,10,sequential,F,5,5,1,10,10,11,0.7660977840423584,186.8395335674286,59.16848921775818,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,2
PyGenProg,middle,1,10,sequential,F,10,10,1,10,20,11,0.7415571212768555,174.07237935066223,50.51251816749573,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,2
PyGenProg,middle,1,10,sequential,F,30,30,1,10,60,11,0.8641948699951172,182.3898355960846,50.34363102912903,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,2
PyGenProg,middle,1,10,sequential,F,50,50,1,10,100,11,0.7920486927032471,191.01069974899292,48.530845165252686,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,2
PyGenProg,middle,1,10,sequential,V,5,5,1,10,11,10,0.7863731384277344,168.45425724983215,50.37080907821655,1.0,1.0,1.0,1.0,1.0,1,2
PyGenProg,middle,1,10,sequential,V,10,10,1,10,11,20,0.8049647808074951,217.14201760292053,49.9904899597168,1.0,1.0,1.0,1.0,1.0,1,2
PyGenProg,middle,1,10,sequential,V,30,30,1,10,11,60,0.7996735572814941,182.77799463272095,48.91089868545532,1.0,1.0,1.0,1.0,1.0,1,2
PyGenProg,middle,1,10,sequential,V,50,50,1,10,11,100,0.7631680965423584,208.02250838279724,51.4390184879303,1.0,1.0,1.0,1.0,1.0,1,2
PyGenProg,middle,1,10,sequential,C,5,5,0,0,10,10,0.8591151237487793,359.4508774280548,75.80439615249634,1.0,1.0,1.0,1.0,1.0,17,10
PyGenProg,middle,1,10,sequential,C,10,10,0,0,20,20,0.7251698970794678,340.18927931785583,50.3162624835968,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,6,10
PyGenProg,middle,1,10,sequential,C,30,30,0,0,60,60,0.7561683654785156,506.1306269168854,48.96936321258545,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,25,10
PyGenProg,middle,1,10,sequential,C,50,50,0,0,100,100,0.7105791568756104,628.6592597961426,49.47049021720886,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,25,10
PyGenProg,middle,2,10,sequential,B,0,0,1,1,2,2,1.1805386543273926,315.8180661201477,40.13785529136658,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,7
PyGenProg,middle,2,10,sequential,B,0,0,1,10,11,11,2.3368895053863525,324.6879315376282,39.06379985809326,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,8
PyGenProg,middle,2,10,sequential,F,5,5,1,10,10,11,0.8534224033355713,342.54944920539856,39.17107844352722,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,10
PyGenProg,middle,2,10,sequential,F,10,10,1,10,20,11,1.659520149230957,363.71868538856506,57.49785041809082,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,10
PyGenProg,middle,2,10,sequential,F,30,30,1,10,60,11,0.8159739971160889,346.5569152832031,41.405712604522705,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,10
