approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches
PyGenProg,middle,1,1,sequential,B,0,0,1,10,11,11,1.689939022064209,268.88338351249695,156.60203194618225,0.09090909090909091,0.0,0.0,0.0,0.5,4
PyGenProg,middle,1,1,sequential,F,5,5,1,10,10,11,1.4608688354492188,312.903302192688,260.68865942955017,0.09090909090909091,0.0,0.0,0.0,0.5,20
PyGenProg,middle,1,1,sequential,F,10,10,1,10,20,11,1.43223237991333,337.19356536865234,205.98302006721497,0.09090909090909091,0.0,0.0,0.0,0.5,20
PyGenProg,middle,1,1,sequential,F,30,30,1,10,60,11,1.3112823963165283,321.0172276496887,196.33014488220215,0.09090909090909091,0.0,0.0,0.0,0.5,20
PyGenProg,middle,1,1,sequential,F,50,50,1,10,100,11,1.7066395282745361,307.1823434829712,249.69531393051147,0.09090909090909091,0.0,0.0,0.0,0.5,20
PyGenProg,middle,1,1,sequential,V,5,5,1,10,11,10,1.5170481204986572,298.90558218955994,194.203631401062,0.09090909090909091,0.0,0.0,0.0,0.5,14
PyGenProg,middle,1,1,sequential,V,10,10,1,10,11,20,1.3154890537261963,281.30337715148926,289.0228407382965,0.09090909090909091,0.0,0.0,0.0,0.5,14
PyGenProg,middle,1,1,sequential,V,30,30,1,10,11,60,1.6397089958190918,298.57536935806274,240.1056408882141,0.09090909090909091,0.0,0.0,0.0,0.5,14
PyGenProg,middle,1,1,sequential,V,50,50,1,10,11,100,2.0531415939331055,328.0755891799927,292.9977948665619,0.09090909090909091,0.0,0.0,0.0,0.5,14
PyGenProg,middle,1,1,sequential,C,5,5,0,0,10,10,1.447234869003296,421.43836855888367,287.97306966781616,0.09090909090909091,0.0,0.0,0.0,0.5,5
PyGenProg,middle,1,1,sequential,C,10,10,0,0,20,20,3.1916143894195557,404.92571473121643,175.27291536331177,0.09090909090909091,0.0,0.0,0.0,0.5,6
PyGenProg,middle,1,1,sequential,C,30,30,0,0,60,60,1.2416517734527588,352.19252586364746,181.24383664131165,0.09090909090909091,0.0,0.0,0.0,0.5,6
PyGenProg,middle,1,1,sequential,C,50,50,0,0,100,100,1.2730023860931396,374.39131331443787,103.20022416114807,0.09090909090909091,0.0,0.0,0.0,0.5,1
