approach,subject,bug_id,iterations,engine,variant,additional_failing,additional_passing,baseline_failing,baseline_passing,fault_localization_tests,validation_tests,test_collection_duration,repair_duration,evaluation_duration,best_fitness,precision,recall,f1_score,accuracy,patches,generations
PyGenProg,middle,1,10,sequential,B,0,0,1,1,2,2,1.01353120803833,120.84323287010193,53.055224895477295,1.0,1.0,1.0,1.0,1.0,1,2
PyGenProg,middle,1,10,sequential,B,0,0,1,10,11,11,0.7798528671264648,246.6286702156067,176.98529982566833,0.09090909090909091,0.0,0.0,0.0,0.5,27,10
PyGenProg,middle,1,10,sequential,F,5,5,1,10,10,11,0.9335765838623047,136.66632390022278,52.01544761657715,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,3
PyGenProg,middle,1,10,sequential,F,10,10,1,10,20,11,0.9500648975372314,172.35293412208557,48.19695234298706,1.0,1.0,1.0,1.0,1.0,1,3
PyGenProg,middle,1,10,sequential,F,30,30,1,10,60,11,0.8681159019470215,179.53186631202698,47.200080156326294,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,2
PyGenProg,middle,1,10,sequential,F,50,50,1,10,100,11,0.792644739151001,180.9853847026825,50.69656038284302,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,2
PyGenProg,middle,1,10,sequential,V,5,5,1,10,11,10,1.179551124572754,244.19601893424988,183.1626603603363,0.09090909090909091,0.0,0.0,0.0,0.5,27,10
PyGenProg,middle,1,10,sequential,V,10,10,1,10,11,20,0.9747014045715332,225.99203252792358,203.26098465919495,0.09090909090909091,0.0,0.0,0.0,0.5,20,10
PyGenProg,middle,1,10,sequential,V,30,30,1,10,11,60,0.8706398010253906,294.82591700553894,46.95647311210632,1.0,1.0,1.0,1.0,1.0,1,8
PyGenProg,middle,1,10,sequential,V,50,50,1,10,11,100,0.8149802684783936,347.69311594963074,54.42655634880066,1.0,1.0,1.0,1.0,1.0,1,8
PyGenProg,middle,1,10,sequential,C,5,5,0,0,10,10,1.3324999809265137,142.00393867492676,50.654152393341064,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,3
PyGenProg,middle,1,10,sequential,C,10,10,0,0,20,20,0.8211629390716553,136.7399196624756,52.80950927734375,1.0,1.0,1.0,1.0,1.0,1,3
PyGenProg,middle,1,10,sequential,C,30,30,0,0,60,60,0.8416275978088379,352.86499071121216,51.970699071884155,1.0,1.0,1.0,1.0,1.0,1,9
PyGenProg,middle,1,10,sequential,C,50,50,0,0,100,100,0.8960468769073486,474.30018758773804,51.39343047142029,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,2,10
PyGenProg,middle,2,10,sequential,B,0,0,1,1,2,2,0.9339644908905029,123.8820378780365,31.227476596832275,0,0.0,0.0,0.0,0.0,1,2
PyGenProg,middle,2,10,sequential,B,0,0,1,10,11,11,0.9905643463134766,129.8550102710724,42.623966693878174,1.0,1.0,1.0,1.0,1.0,1,1
PyGenProg,middle,2,10,sequential,F,5,5,1,10,10,11,1.425990343093872,134.49616885185242,42.506030559539795,1.0,1.0,1.0,1.0,1.0,1,1
PyGenProg,middle,2,10,sequential,F,10,10,1,10,20,11,0.9252855777740479,144.12530899047852,45.18635869026184,1.0,1.0,1.0,1.0,1.0,2,1
PyGenProg,middle,2,10,sequential,F,30,30,1,10,60,11,1.0519514083862305,136.38392448425293,46.147563457489014,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,1
PyGenProg,middle,2,10,sequential,F,50,50,1,10,100,11,0.9034838676452637,131.86899852752686,50.811586141586304,0.9818181818181818,0.8333333333333334,1.0,0.9090909090909091,0.9,1,1
PyGenProg,middle,2,10,sequential,V,5,5,1,10,11,10,0.9661424160003662,129.9068248271942,41.50007677078247,1.0,1.0,1.0,1.0,1.0,1,1
PyGenProg,middle,2,10,sequential,V,10,10,1,10,11,20,0.9779701232910156,130.57281184196472,40.9571738243103,1.0,1.0,1.0,1.0,1.0,1,1
PyGenProg,middle,2,10,sequential,V,30,30,1,10,11,60,0.808612585067749,134.39440631866455,42.82345724105835,1.0,1.0,1.0,1.0,1.0,1,1
PyGenProg,middle,2,10,sequential,V,50,50,1,10,11,100,0.8496801853179932,139.24361753463745,39.89785027503967,1.0,1.0,1.0,1.0,1.0,1,1
PyGenProg,middle,2,10,sequential,C,5,5,0,0,10,10,0.9287569522857666,136.09418487548828,42.77329421043396,1.0,1.0,1.0,1.0,1.0,1,1
PyGenProg,middle,2,10,sequential,C,10,10,0,0,20,20,0.8710741996765137,132.2826943397522,43.82217311859131,1.0,1.0,1.0,1.0,1.0,1,1
PyGenProg,middle,2,10,sequential,C,30,30,0,0,60,60,1.0544898509979248,203.14037942886353,46.482776403427124,1.0,1.0,1.0,1.0,1.0,1,4
PyGenProg,middle,2,10,sequential,C,50,50,0,0,100,100,0.9492959976196289,203.4850058555603,42.00935387611389,1.0,1.0,1.0,1.0,1.0,1,4
PyGenProg,calculator,1,10,sequential,B,0,0,1,1,2,2,1.128119707107544,279.83848118782043,565.8372523784637,0.09090909090909091,0.0,0.0,0.0,0.5,27,10
PyGenProg,calculator,1,10,sequential,B,0,0,1,10,11,11,0.980036735534668,490.1494126319885,560.3899877071381,0.09090909090909091,0.0,0.0,0.0,0.5,20,10
PyGenProg,calculator,1,10,sequential,F,5,5,1,10,10,11,0.886859655380249,438.58718276023865,572.3570990562439,0.09090909090909091,0.0,0.0,0.0,0.5,26,10
PyGenProg,calculator,1,10,sequential,F,10,10,1,10,20,11,1.0753540992736816,435.0283055305481,574.7865912914276,0.09090909090909091,0.0,0.0,0.0,0.5,26,10
PyGenProg,calculator,1,10,sequential,F,30,30,1,10,60,11,1.5587165355682373,294.938720703125,327.47101950645447,0.09090909090909091,0.0,0.0,0.0,0.5,32,10
PyGenProg,calculator,1,10,sequential,F,50,50,1,10,100,11,1.1952095031738281,805.4702818393707,330.849068403244,0.09090909090909091,0.0,0.0,0.0,0.5,36,10
PyGenProg,calculator,1,10,sequential,V,5,5,1,10,11,10,0.9221951961517334,475.8079614639282,886.0815205574036,0.09090909090909091,0.0,0.0,0.0,0.5,25,10
PyGenProg,calculator,1,10,sequential,V,10,10,1,10,11,20,1.074187994003296,733.684508562088,870.770569562912,0.09090909090909091,0.0,0.0,0.0,0.5,25,10
PyGenProg,calculator,1,10,sequential,V,30,30,1,10,11,60,0.9895339012145996,1828.1367709636688,327.7283306121826,0.09090909090909091,0.0,0.0,0.0,0.5,22,10
PyGenProg,calculator,1,10,sequential,V,50,50,1,10,11,100,1.088970422744751,3207.6847519874573,324.36860871315,0.09090909090909091,0.0,0.0,0.0,0.5,22,10
PyGenProg,calculator,1,10,sequential,C,5,5,0,0,10,10,1.0638413429260254,495.5139830112457,571.8753488063812,0.09090909090909091,0.0,0.0,0.0,0.5,19,10
PyGenProg,calculator,1,10,sequential,C,10,10,0,0,20,20,1.0189077854156494,653.0634744167328,582.8864920139313,0.09090909090909091,0.0,0.0,0.0,0.5,19,10
PyGenProg,calculator,1,10,sequential,C,30,30,0,0,60,60,0.9437739849090576,1865.7336990833282,326.69959354400635,0.09090909090909091,0.0,0.0,0.0,0.5,26,10
PyGenProg,calculator,1,10,sequential,C,50,50,0,0,100,100,0.9785103797912598,2887.809215784073,328.7650399208069,0.09090909090909091,0.0,0.0,0.0,0.5,18,10
PyGenProg,expression,1,10,sequential,B,0,0,1,1,2,2,1.1935806274414062,149.46186327934265,45.64814233779907,0.7090909090909091,1.0,0.68,0.8095238095238095,0.84,1,1
PyGenProg,expression,1,10,sequential,B,0,0,1,10,11,11,0.9767959117889404,266.0739061832428,50.799272775650024,0.9454545454545454,1.0,0.94,0.9690721649484536,0.97,1,10
PyGenProg,expression,1,10,sequential,F,5,5,1,10,10,11,0.987053394317627,276.6629195213318,45.95033931732178,0.9454545454545454,1.0,0.94,0.9690721649484536,0.97,1,3
PyGenProg,expression,1,10,sequential,F,10,10,1,10,20,11,0.8354930877685547,554.7528250217438,46.06137037277222,0.9454545454545454,1.0,0.94,0.9690721649484536,0.97,1,8
PyGenProg,expression,1,10,sequential,F,30,30,1,10,60,11,1.0326309204101562,404.2280020713806,45.789353132247925,0.8181818181818182,1.0,0.8,0.888888888888889,0.9,1,4
PyGenProg,expression,1,10,sequential,F,50,50,1,10,100,11,1.0191354751586914,731.925618648529,67.13888645172119,0.09090909090909091,0.0,0.0,0.0,0.5,5,10
PyGenProg,expression,1,10,sequential,V,5,5,1,10,11,10,0.8402824401855469,168.51354265213013,45.91854119300842,0.9454545454545454,1.0,0.94,0.9690721649484536,0.97,1,3
PyGenProg,expression,1,10,sequential,V,10,10,1,10,11,20,0.8320834636688232,286.4491355419159,45.871031761169434,0.9454545454545454,1.0,0.94,0.9690721649484536,0.97,1,10
PyGenProg,expression,1,10,sequential,V,30,30,1,10,11,60,0.8795578479766846,201.36114621162415,50.29156970977783,0.9454545454545454,1.0,0.94,0.9690721649484536,0.97,2,3
PyGenProg,expression,1,10,sequential,V,50,50,1,10,11,100,0.7984175682067871,399.58569407463074,43.86341309547424,0.9454545454545454,1.0,0.94,0.9690721649484536,0.97,3,10
PyGenProg,expression,1,10,sequential,C,5,5,0,0,10,10,0.8455047607421875,625.4008777141571,45.915175437927246,0.7454545454545455,1.0,0.72,0.8372093023255813,0.86,13,10
PyGenProg,expression,1,10,sequential,C,10,10,0,0,20,20,0.8262815475463867,442.2458703517914,44.33930325508118,0.9454545454545454,1.0,0.94,0.9690721649484536,0.97,1,5
PyGenProg,expression,1,10,sequential,C,30,30,0,0,60,60,0.8679859638214111,2491.3112013339996,49.68358039855957,0.9454545454545454,1.0,0.94,0.9690721649484536,0.97,3,10
PyGenProg,expression,1,10,sequential,C,50,50,0,0,100,100,1.0646004676818848,3615.3739109039307,46.50731706619263,0.9454545454545454,1.0,0.94,0.9690721649484536,0.97,1,10
PyGenProg,markup,1,10,sequential,B,0,0,1,1,2,2,2.532168388366699,123.26640963554382,41.23780703544617,0.6890909090909091,0.9705882352941176,0.66,0.7857142857142857,0.82,1,1
PyGenProg,markup,1,10,sequential,B,0,0,1,10,11,11,2.4151008129119873,178.57411408424377,43.25861215591431,0.7636363636363637,1.0,0.74,0.8505747126436781,0.87,1,7
PyGenProg,markup,1,10,sequential,F,5,5,1,10,10,11,2.794589042663574,268.83277702331543,75.38325452804565,0.4,1.0,0.34,0.5074626865671642,0.67,41,10
PyGenProg,markup,1,10,sequential,F,10,10,1,10,20,11,2.623811960220337,254.2203392982483,83.3129243850708,0.4,1.0,0.34,0.5074626865671642,0.67,31,10
PyGenProg,markup,1,10,sequential,F,30,30,1,10,60,11,2.3910624980926514,140.55574941635132,45.13577103614807,0.7636363636363637,1.0,0.74,0.8505747126436781,0.87,2,1
PyGenProg,markup,1,10,sequential,F,50,50,1,10,100,11,2.53665828704834,244.94148874282837,41.655091524124146,0.6890909090909091,0.9705882352941176,0.66,0.7857142857142857,0.82,2,10
PyGenProg,markup,1,10,sequential,V,5,5,1,10,11,10,2.510915517807007,253.2449038028717,40.70165991783142,0.6890909090909091,0.9705882352941176,0.66,0.7857142857142857,0.82,7,10
PyGenProg,markup,1,10,sequential,V,10,10,1,10,11,20,2.6542234420776367,291.8398928642273,41.49466395378113,0.7636363636363637,1.0,0.74,0.8505747126436781,0.87,1,10
PyGenProg,markup,1,10,sequential,V,30,30,1,10,11,60,2.39337420463562,197.09435892105103,41.683631896972656,0.7636363636363637,1.0,0.74,0.8505747126436781,0.87,1,10
PyGenProg,markup,1,10,sequential,V,50,50,1,10,11,100,2.2837440967559814,197.3134744167328,46.746212005615234,0.7636363636363637,1.0,0.74,0.8505747126436781,0.87,1,10
PyGenProg,markup,1,10,sequential,C,5,5,0,0,10,10,2.289344072341919,247.39296793937683,41.63783550262451,0.7636363636363637,1.0,0.74,0.8505747126436781,0.87,3,10
PyGenProg,markup,1,10,sequential,C,10,10,0,0,20,20,2.8411428928375244,259.30602502822876,41.645348072052,0.14909090909090908,0.14285714285714285,0.16,0.15094339622641512,0.1,1,10
PyGenProg,markup,1,10,sequential,C,30,30,0,0,60,60,2.29270601272583,357.0939872264862,45.05470943450928,0.6890909090909091,0.9705882352941176,0.66,0.7857142857142857,0.82,5,10
PyGenProg,markup,1,10,sequential,C,50,50,0,0,100,100,2.5922625064849854,345.61172914505005,45.718793869018555,0.4,1.0,0.34,0.5074626865671642,0.67,5,10
PyGenProg,markup,2,10,sequential,B,0,0,1,1,2,2,2.42423415184021,208.74419975280762,64.38671898841858,0.4636363636363636,0.4791666666666667,0.46,0.46938775510204084,0.48,15,10
PyGenProg,markup,2,10,sequential,B,0,0,1,10,11,11,2.1588454246520996,172.07795095443726,65.74496173858643,0.44727272727272727,0.4782608695652174,0.44,0.4583333333333333,0.48,11,10
PyGenProg,markup,2,10,sequential,F,5,5,1,10,10,11,2.3065919876098633,163.74235010147095,41.5793137550354,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,1,3
PyGenProg,markup,2,10,sequential,F,10,10,1,10,20,11,2.524085283279419,184.74159598350525,42.580395221710205,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,1,4
PyGenProg,markup,2,10,sequential,F,30,30,1,10,60,11,2.557199001312256,167.17397809028625,43.58344078063965,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,1,3
PyGenProg,markup,2,10,sequential,F,50,50,1,10,100,11,2.4704973697662354,171.40856218338013,42.863040924072266,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,1,3
PyGenProg,markup,2,10,sequential,V,5,5,1,10,11,10,2.2023019790649414,266.796275138855,44.05835461616516,0.4636363636363636,0.4791666666666667,0.46,0.46938775510204084,0.48,14,10
PyGenProg,markup,2,10,sequential,V,10,10,1,10,11,20,2.3773012161254883,266.85385823249817,49.642966747283936,0.4636363636363636,0.4791666666666667,0.46,0.46938775510204084,0.48,1,10
PyGenProg,markup,2,10,sequential,V,30,30,1,10,11,60,2.490727186203003,247.0753152370453,50.05724811553955,0.4636363636363636,0.4791666666666667,0.46,0.46938775510204084,0.48,3,10
PyGenProg,markup,2,10,sequential,V,50,50,1,10,11,100,2.3463597297668457,219.24283480644226,49.41406488418579,0.44727272727272727,0.4782608695652174,0.44,0.4583333333333333,0.48,4,10
PyGenProg,markup,2,10,sequential,C,5,5,0,0,10,10,2.4774906635284424,258.72280406951904,44.190890073776245,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,13,10
PyGenProg,markup,2,10,sequential,C,10,10,0,0,20,20,2.450699806213379,276.4134786128998,51.45753264427185,0.7636363636363637,1.0,0.74,0.8505747126436781,0.87,12,10
PyGenProg,markup,2,10,sequential,C,30,30,0,0,60,60,2.418194532394409,350.5922064781189,47.28159308433533,0.6909090909090909,1.0,0.66,0.7951807228915663,0.83,15,10
